Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","167.177","45,08%"
"GALICIA","MULLERES","203.703","54,92%"

"A.S. A CORUÑA E CEE","HOMES","36.888","44,76%"
"A.S. A CORUÑA E CEE","MULLERES","45.524","55,24%"
"A.S. FERROL","HOMES","12.035","44,49%"
"A.S. FERROL","MULLERES","15.019","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.688","44,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.258","55,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.199","44,13%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.570","55,87%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.027","45,29%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.981","54,71%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.037","45,71%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.178","54,29%"
"A.S. VIGO","HOMES","38.185","45,88%"
"A.S. VIGO","MULLERES","45.041","54,12%"
"SEN A.S. ASIGNADA","HOMES","118","47,2%"
"SEN A.S. ASIGNADA","MULLERES","132","52,8%"
