Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.162","45,18%"
"GALICIA","MULLERES","207.675","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.912","44,83%"
"A.S. A CORUÑA E CEE","MULLERES","46.652","55,17%"
"A.S. FERROL","HOMES","12.386","44,62%"
"A.S. FERROL","MULLERES","15.375","55,38%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.304","44,75%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.835","55,25%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.615","44,3%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.922","55,7%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.361","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.274","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.577","45,8%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.716","54,2%"
"A.S. VIGO","HOMES","38.893","45,94%"
"A.S. VIGO","MULLERES","45.772","54,06%"
"SEN A.S. ASIGNADA","HOMES","114","46,91%"
"SEN A.S. ASIGNADA","MULLERES","129","53,09%"
