Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.184","44,99%"
"GALICIA","MULLERES","200.731","55,01%"

"A.S. A CORUÑA E CEE","HOMES","36.188","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.708","55,27%"
"A.S. FERROL","HOMES","11.725","44,33%"
"A.S. FERROL","MULLERES","14.725","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.259","44,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.915","55,65%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.810","44%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.211","56%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.792","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.764","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.592","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.727","54,37%"
"A.S. VIGO","HOMES","37.697","45,84%"
"A.S. VIGO","MULLERES","44.547","54,16%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
