Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","11.996","45,72%"
"GALICIA","MULLERES","14.241","54,28%"

"A.S. A CORUÑA E CEE","HOMES","3.133","46,15%"
"A.S. A CORUÑA E CEE","MULLERES","3.655","53,85%"
"A.S. FERROL","HOMES","498","44,42%"
"A.S. FERROL","MULLERES","623","55,58%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","1.475","44,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","1.843","55,55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","2.229","44,31%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","2.802","55,69%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","1.118","47,64%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","1.229","52,36%"
"A.S. SANTIAGO E BARBANZA","HOMES","1.863","46,59%"
"A.S. SANTIAGO E BARBANZA","MULLERES","2.136","53,41%"
"A.S. VIGO","HOMES","1.680","46,24%"
"A.S. VIGO","MULLERES","1.953","53,76%"
