Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","170.319","45,16%"
"GALICIA","MULLERES","206.859","54,84%"

"A.S. A CORUÑA E CEE","HOMES","37.677","44,8%"
"A.S. A CORUÑA E CEE","MULLERES","46.418","55,2%"
"A.S. FERROL","HOMES","12.311","44,57%"
"A.S. FERROL","MULLERES","15.313","55,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.168","44,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.740","55,33%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.510","44,26%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.825","55,74%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.317","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.224","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.454","45,79%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.588","54,21%"
"A.S. VIGO","HOMES","38.767","45,94%"
"A.S. VIGO","MULLERES","45.620","54,06%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
