Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.753","47,42%"
"GALICIA","MULLERES","83.987","52,58%"

"A.S. A CORUÑA E CEE","HOMES","17.811","47,47%"
"A.S. A CORUÑA E CEE","MULLERES","19.712","52,53%"
"A.S. FERROL","HOMES","4.978","46,74%"
"A.S. FERROL","MULLERES","5.672","53,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.440","47,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.345","52,54%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.517","46,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.633","53,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.706","47,52%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.615","52,48%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.646","47,92%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.570","52,08%"
"A.S. VIGO","HOMES","16.655","47,46%"
"A.S. VIGO","MULLERES","18.440","52,54%"
