Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.281","45,1%"
"GALICIA","MULLERES","204.841","54,9%"

"A.S. A CORUÑA E CEE","HOMES","37.211","44,78%"
"A.S. A CORUÑA E CEE","MULLERES","45.891","55,22%"
"A.S. FERROL","HOMES","12.124","44,49%"
"A.S. FERROL","MULLERES","15.130","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.803","44,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.391","55,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.316","44,17%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.675","55,83%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.145","45,35%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.070","54,65%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.184","45,75%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.310","54,25%"
"A.S. VIGO","HOMES","38.382","45,9%"
"A.S. VIGO","MULLERES","45.242","54,1%"
"SEN A.S. ASIGNADA","HOMES","116","46,77%"
"SEN A.S. ASIGNADA","MULLERES","132","53,23%"
