Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","17.412","45,7%"
"GALICIA","MULLERES","20.692","54,3%"

"A.S. A CORUÑA E CEE","HOMES","4.084","46,07%"
"A.S. A CORUÑA E CEE","MULLERES","4.781","53,93%"
"A.S. FERROL","HOMES","1.039","44,03%"
"A.S. FERROL","MULLERES","1.321","55,97%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.062","45,01%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","2.519","54,99%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","2.837","44,05%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","3.603","55,95%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","1.739","46,91%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","1.968","53,09%"
"A.S. SANTIAGO E BARBANZA","HOMES","2.659","46,49%"
"A.S. SANTIAGO E BARBANZA","MULLERES","3.061","53,51%"
"A.S. VIGO","HOMES","2.992","46,52%"
"A.S. VIGO","MULLERES","3.439","53,48%"
