Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","166.034","45,04%"
"GALICIA","MULLERES","202.605","54,96%"

"A.S. A CORUÑA E CEE","HOMES","36.656","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","45.283","55,26%"
"A.S. FERROL","HOMES","11.931","44,45%"
"A.S. FERROL","MULLERES","14.909","55,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.513","44,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.139","55,55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.000","44,05%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.401","55,95%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.928","45,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.908","54,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.879","45,69%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.010","54,31%"
"A.S. VIGO","HOMES","38.006","45,89%"
"A.S. VIGO","MULLERES","44.822","54,11%"
"SEN A.S. ASIGNADA","HOMES","121","47,64%"
"SEN A.S. ASIGNADA","MULLERES","133","52,36%"
