Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","166.269","45,05%"
"GALICIA","MULLERES","202.831","54,95%"

"A.S. A CORUÑA E CEE","HOMES","36.708","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.330","55,25%"
"A.S. FERROL","HOMES","11.956","44,44%"
"A.S. FERROL","MULLERES","14.945","55,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.564","44,48%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.172","55,52%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.041","44,07%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.430","55,93%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.944","45,26%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.915","54,74%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.908","45,69%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.039","54,31%"
"A.S. VIGO","HOMES","38.029","45,88%"
"A.S. VIGO","MULLERES","44.867","54,12%"
"SEN A.S. ASIGNADA","HOMES","119","47,22%"
"SEN A.S. ASIGNADA","MULLERES","133","52,78%"
