Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.412","45,1%"
"GALICIA","MULLERES","205.001","54,9%"

"A.S. A CORUÑA E CEE","HOMES","37.239","44,78%"
"A.S. A CORUÑA E CEE","MULLERES","45.928","55,22%"
"A.S. FERROL","HOMES","12.137","44,49%"
"A.S. FERROL","MULLERES","15.142","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.817","44,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.419","55,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.316","44,18%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.667","55,82%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.157","45,34%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.091","54,66%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.216","45,75%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.342","54,25%"
"A.S. VIGO","HOMES","38.415","45,9%"
"A.S. VIGO","MULLERES","45.281","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
