Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.912","44,99%"
"GALICIA","MULLERES","200.457","55,01%"

"A.S. A CORUÑA E CEE","HOMES","36.133","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.643","55,27%"
"A.S. FERROL","HOMES","11.698","44,32%"
"A.S. FERROL","MULLERES","14.694","55,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.216","44,34%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.869","55,66%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.769","43,97%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.189","56,03%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.774","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.735","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.551","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.699","54,39%"
"A.S. VIGO","HOMES","37.650","45,83%"
"A.S. VIGO","MULLERES","44.493","54,17%"
"SEN A.S. ASIGNADA","HOMES","121","47,27%"
"SEN A.S. ASIGNADA","MULLERES","135","52,73%"
