Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.835","45,01%"
"GALICIA","MULLERES","201.372","54,99%"

"A.S. A CORUÑA E CEE","HOMES","36.332","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.885","55,27%"
"A.S. FERROL","HOMES","11.797","44,41%"
"A.S. FERROL","MULLERES","14.768","55,59%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.357","44,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.021","55,64%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.863","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.265","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.842","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.816","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.698","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.838","54,35%"
"A.S. VIGO","HOMES","37.825","45,87%"
"A.S. VIGO","MULLERES","44.645","54,13%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
