Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","46.128","46,27%"
"GALICIA","MULLERES","53.565","53,73%"

"A.S. A CORUÑA E CEE","HOMES","10.771","46,53%"
"A.S. A CORUÑA E CEE","MULLERES","12.377","53,47%"
"A.S. FERROL","HOMES","3.370","45,51%"
"A.S. FERROL","MULLERES","4.035","54,49%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.996","46,31%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.793","53,69%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.845","45,72%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.940","54,28%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.074","46,27%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.891","53,73%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.040","46,98%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.945","53,02%"
"A.S. VIGO","HOMES","9.032","46,04%"
"A.S. VIGO","MULLERES","10.584","53,96%"
