Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","55.749","46,85%"
"GALICIA","MULLERES","63.234","53,15%"

"A.S. A CORUÑA E CEE","HOMES","13.156","47%"
"A.S. A CORUÑA E CEE","MULLERES","14.834","53%"
"A.S. FERROL","HOMES","3.809","45,83%"
"A.S. FERROL","MULLERES","4.502","54,17%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.912","46,93%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.685","53,07%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.725","46,4%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.768","53,6%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.397","47,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","7.146","52,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.223","47,42%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.117","52,58%"
"A.S. VIGO","HOMES","11.527","46,65%"
"A.S. VIGO","MULLERES","13.182","53,35%"
