Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","53.280","46,63%"
"GALICIA","MULLERES","60.986","53,37%"

"A.S. A CORUÑA E CEE","HOMES","12.579","46,85%"
"A.S. A CORUÑA E CEE","MULLERES","14.271","53,15%"
"A.S. FERROL","HOMES","3.712","45,79%"
"A.S. FERROL","MULLERES","4.394","54,21%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.626","46,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.421","53,3%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.402","46,11%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.482","53,89%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.044","47,09%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.792","52,91%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.951","47,17%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.905","52,83%"
"A.S. VIGO","HOMES","10.966","46,3%"
"A.S. VIGO","MULLERES","12.721","53,7%"
