Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","150.252","45,36%"
"GALICIA","MULLERES","180.969","54,64%"

"A.S. A CORUÑA E CEE","HOMES","32.686","45,31%"
"A.S. A CORUÑA E CEE","MULLERES","39.456","54,69%"
"A.S. FERROL","HOMES","10.346","44,83%"
"A.S. FERROL","MULLERES","12.730","55,17%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.515","44,38%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","20.699","55,62%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.094","44,4%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","22.659","55,6%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.395","45,54%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","20.801","54,46%"
"A.S. SANTIAGO E BARBANZA","HOMES","19.924","46,04%"
"A.S. SANTIAGO E BARBANZA","MULLERES","23.354","53,96%"
"A.S. VIGO","HOMES","35.227","46,09%"
"A.S. VIGO","MULLERES","41.206","53,91%"
"SEN A.S. ASIGNADA","HOMES","65","50,39%"
"SEN A.S. ASIGNADA","MULLERES","64","49,61%"
