Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","53.813","46,68%"
"GALICIA","MULLERES","61.479","53,32%"

"A.S. A CORUÑA E CEE","HOMES","12.783","46,92%"
"A.S. A CORUÑA E CEE","MULLERES","14.459","53,08%"
"A.S. FERROL","HOMES","3.733","45,68%"
"A.S. FERROL","MULLERES","4.439","54,32%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.699","46,78%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.483","53,22%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.462","46,17%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.533","53,83%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.092","47,14%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.832","52,86%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.999","47,21%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.946","52,79%"
"A.S. VIGO","HOMES","11.045","46,35%"
"A.S. VIGO","MULLERES","12.787","53,65%"
