Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.658","45,2%"
"GALICIA","MULLERES","208.149","54,8%"

"A.S. A CORUÑA E CEE","HOMES","38.068","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","46.813","55,15%"
"A.S. FERROL","HOMES","12.413","44,62%"
"A.S. FERROL","MULLERES","15.404","55,38%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.377","44,78%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.894","55,22%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.693","44,35%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.961","55,65%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.364","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.270","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.670","45,84%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.789","54,16%"
"A.S. VIGO","HOMES","38.961","45,92%"
"A.S. VIGO","MULLERES","45.888","54,08%"
"SEN A.S. ASIGNADA","HOMES","112","46,28%"
"SEN A.S. ASIGNADA","MULLERES","130","53,72%"
