Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.176","44,98%"
"GALICIA","MULLERES","199.627","55,02%"

"A.S. A CORUÑA E CEE","HOMES","35.929","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.403","55,27%"
"A.S. FERROL","HOMES","11.621","44,3%"
"A.S. FERROL","MULLERES","14.613","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.132","44,31%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.785","55,69%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.702","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.122","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.692","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.640","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.440","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.551","54,37%"
"A.S. VIGO","HOMES","37.537","45,82%"
"A.S. VIGO","MULLERES","44.379","54,18%"
"SEN A.S. ASIGNADA","HOMES","123","47,86%"
"SEN A.S. ASIGNADA","MULLERES","134","52,14%"
