Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","138.676","46,15%"
"GALICIA","MULLERES","161.845","53,85%"

"A.S. A CORUÑA E CEE","HOMES","30.095","46,16%"
"A.S. A CORUÑA E CEE","MULLERES","35.097","53,84%"
"A.S. FERROL","HOMES","9.092","46,03%"
"A.S. FERROL","MULLERES","10.661","53,97%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","15.081","45,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","18.061","54,5%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","16.518","45,19%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","20.031","54,81%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","16.236","46,25%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.871","53,75%"
"A.S. SANTIAGO E BARBANZA","HOMES","18.466","46,5%"
"A.S. SANTIAGO E BARBANZA","MULLERES","21.249","53,5%"
"A.S. VIGO","HOMES","33.157","46,69%"
"A.S. VIGO","MULLERES","37.851","53,31%"
"SEN A.S. ASIGNADA","HOMES","31","56,36%"
"SEN A.S. ASIGNADA","MULLERES","24","43,64%"
