Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","54.898","46,76%"
"GALICIA","MULLERES","62.500","53,24%"

"A.S. A CORUÑA E CEE","HOMES","13.020","46,98%"
"A.S. A CORUÑA E CEE","MULLERES","14.692","53,02%"
"A.S. FERROL","HOMES","3.776","45,75%"
"A.S. FERROL","MULLERES","4.477","54,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.817","46,81%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.609","53,19%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.580","46,28%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.639","53,72%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.296","47,26%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","7.025","52,74%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.102","47,26%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.042","52,74%"
"A.S. VIGO","HOMES","11.307","46,49%"
"A.S. VIGO","MULLERES","13.016","53,51%"
