Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.644","45,25%"
"GALICIA","MULLERES","210.140","54,75%"

"A.S. A CORUÑA E CEE","HOMES","38.579","44,9%"
"A.S. A CORUÑA E CEE","MULLERES","47.344","55,1%"
"A.S. FERROL","HOMES","12.523","44,64%"
"A.S. FERROL","MULLERES","15.528","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.727","44,87%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.237","55,13%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.943","44,47%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.154","55,53%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.518","45,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.445","54,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","23.006","45,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","27.071","54,06%"
"A.S. VIGO","HOMES","39.239","45,91%"
"A.S. VIGO","MULLERES","46.236","54,09%"
"SEN A.S. ASIGNADA","HOMES","109","46,58%"
"SEN A.S. ASIGNADA","MULLERES","125","53,42%"
