Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","52.378","46,57%"
"GALICIA","MULLERES","60.089","53,43%"

"A.S. A CORUÑA E CEE","HOMES","12.421","46,79%"
"A.S. A CORUÑA E CEE","MULLERES","14.124","53,21%"
"A.S. FERROL","HOMES","3.660","45,76%"
"A.S. FERROL","MULLERES","4.338","54,24%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.497","46,64%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.289","53,36%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.324","46,04%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.411","53,96%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.933","46,94%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.706","53,06%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.812","47,13%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.762","52,87%"
"A.S. VIGO","HOMES","10.731","46,27%"
"A.S. VIGO","MULLERES","12.459","53,73%"
