Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","49.044","46,4%"
"GALICIA","MULLERES","56.657","53,6%"

"A.S. A CORUÑA E CEE","HOMES","11.723","46,7%"
"A.S. A CORUÑA E CEE","MULLERES","13.382","53,3%"
"A.S. FERROL","HOMES","3.549","45,67%"
"A.S. FERROL","MULLERES","4.222","54,33%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.251","46,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.029","53,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.020","45,78%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.129","54,22%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.422","46,68%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.194","53,32%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.366","47%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.305","53%"
"A.S. VIGO","HOMES","9.713","46,01%"
"A.S. VIGO","MULLERES","11.396","53,99%"
