Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","52.917","46,6%"
"GALICIA","MULLERES","60.637","53,4%"

"A.S. A CORUÑA E CEE","HOMES","12.502","46,81%"
"A.S. A CORUÑA E CEE","MULLERES","14.205","53,19%"
"A.S. FERROL","HOMES","3.682","45,74%"
"A.S. FERROL","MULLERES","4.367","54,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.568","46,66%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.366","53,34%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.360","46,07%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.445","53,93%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.999","47%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.765","53%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.912","47,18%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.858","52,82%"
"A.S. VIGO","HOMES","10.894","46,31%"
"A.S. VIGO","MULLERES","12.631","53,69%"
