Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","160.514","44,97%"
"GALICIA","MULLERES","196.439","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.183","44,72%"
"A.S. A CORUÑA E CEE","MULLERES","43.494","55,28%"
"A.S. FERROL","HOMES","11.323","44,31%"
"A.S. FERROL","MULLERES","14.233","55,69%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.828","44,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.439","55,73%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.388","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.746","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.415","45,18%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.346","54,82%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.161","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.212","54,37%"
"A.S. VIGO","HOMES","37.096","45,84%"
"A.S. VIGO","MULLERES","43.837","54,16%"
"SEN A.S. ASIGNADA","HOMES","120","47,62%"
"SEN A.S. ASIGNADA","MULLERES","132","52,38%"
