Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.433","44,98%"
"GALICIA","MULLERES","199.926","55,02%"

"A.S. A CORUÑA E CEE","HOMES","35.996","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.480","55,27%"
"A.S. FERROL","HOMES","11.656","44,32%"
"A.S. FERROL","MULLERES","14.644","55,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.171","44,33%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.816","55,67%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.716","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.143","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.719","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.677","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.481","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.612","54,39%"
"A.S. VIGO","HOMES","37.572","45,82%"
"A.S. VIGO","MULLERES","44.419","54,18%"
"SEN A.S. ASIGNADA","HOMES","122","47,47%"
"SEN A.S. ASIGNADA","MULLERES","135","52,53%"
