Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.171","44,99%"
"GALICIA","MULLERES","200.705","55,01%"

"A.S. A CORUÑA E CEE","HOMES","36.184","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.699","55,26%"
"A.S. FERROL","HOMES","11.723","44,33%"
"A.S. FERROL","MULLERES","14.722","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.259","44,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.912","55,65%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.808","44%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.209","56%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.791","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.760","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.591","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.725","54,37%"
"A.S. VIGO","HOMES","37.694","45,84%"
"A.S. VIGO","MULLERES","44.544","54,16%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
