Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","39.805","46,16%"
"GALICIA","MULLERES","46.426","53,84%"

"A.S. A CORUÑA E CEE","HOMES","8.985","46,26%"
"A.S. A CORUÑA E CEE","MULLERES","10.437","53,74%"
"A.S. FERROL","HOMES","2.792","45,61%"
"A.S. FERROL","MULLERES","3.330","54,39%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.370","46,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.068","53,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.252","45,61%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.263","54,39%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","4.262","46,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","4.965","53,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","6.243","46,97%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.048","53,03%"
"A.S. VIGO","HOMES","7.901","45,89%"
"A.S. VIGO","MULLERES","9.315","54,11%"
