Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","162.984","44,97%"
"GALICIA","MULLERES","199.407","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.900","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.343","55,26%"
"A.S. FERROL","HOMES","11.590","44,27%"
"A.S. FERROL","MULLERES","14.588","55,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.091","44,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.743","55,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.679","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.103","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.668","45,21%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.620","54,79%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.408","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.525","54,39%"
"A.S. VIGO","HOMES","37.525","45,83%"
"A.S. VIGO","MULLERES","44.351","54,17%"
"SEN A.S. ASIGNADA","HOMES","123","47,86%"
"SEN A.S. ASIGNADA","MULLERES","134","52,14%"
