Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.270","47,43%"
"GALICIA","MULLERES","83.426","52,57%"

"A.S. A CORUÑA E CEE","HOMES","17.708","47,5%"
"A.S. A CORUÑA E CEE","MULLERES","19.572","52,5%"
"A.S. FERROL","HOMES","4.963","46,72%"
"A.S. FERROL","MULLERES","5.660","53,28%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.348","47,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.251","52,57%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.441","46,98%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.528","53,02%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.682","47,55%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.575","52,45%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.589","47,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.514","52,09%"
"A.S. VIGO","HOMES","16.539","47,44%"
"A.S. VIGO","MULLERES","18.326","52,56%"
