Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","162.945","44,97%"
"GALICIA","MULLERES","199.364","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.894","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.334","55,26%"
"A.S. FERROL","HOMES","11.587","44,27%"
"A.S. FERROL","MULLERES","14.587","55,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.083","44,31%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.726","55,69%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.678","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.103","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.657","45,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.616","54,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.404","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.519","54,38%"
"A.S. VIGO","HOMES","37.519","45,83%"
"A.S. VIGO","MULLERES","44.345","54,17%"
"SEN A.S. ASIGNADA","HOMES","123","47,86%"
"SEN A.S. ASIGNADA","MULLERES","134","52,14%"
