Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","169.402","45,13%"
"GALICIA","MULLERES","205.977","54,87%"

"A.S. A CORUÑA E CEE","HOMES","37.450","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","46.162","55,21%"
"A.S. FERROL","HOMES","12.227","44,54%"
"A.S. FERROL","MULLERES","15.224","55,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.028","44,62%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.621","55,38%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.415","44,23%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.744","55,77%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.235","45,38%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.151","54,62%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.347","45,78%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.472","54,22%"
"A.S. VIGO","HOMES","38.585","45,9%"
"A.S. VIGO","MULLERES","45.472","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
