Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","146.398","45,57%"
"GALICIA","MULLERES","174.873","54,43%"

"A.S. A CORUÑA E CEE","HOMES","31.782","45,55%"
"A.S. A CORUÑA E CEE","MULLERES","37.993","54,45%"
"A.S. FERROL","HOMES","9.975","45,11%"
"A.S. FERROL","MULLERES","12.136","54,89%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","15.996","44,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","19.913","55,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","17.614","44,59%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","21.885","55,41%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.014","45,75%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","20.174","54,25%"
"A.S. SANTIAGO E BARBANZA","HOMES","19.430","46,2%"
"A.S. SANTIAGO E BARBANZA","MULLERES","22.626","53,8%"
"A.S. VIGO","HOMES","34.533","46,27%"
"A.S. VIGO","MULLERES","40.099","53,73%"
"SEN A.S. ASIGNADA","HOMES","54","53,47%"
"SEN A.S. ASIGNADA","MULLERES","47","46,53%"
