Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","16.445","45,63%"
"GALICIA","MULLERES","19.591","54,37%"

"A.S. A CORUÑA E CEE","HOMES","3.895","46,05%"
"A.S. A CORUÑA E CEE","MULLERES","4.564","53,95%"
"A.S. FERROL","HOMES","949","43,47%"
"A.S. FERROL","MULLERES","1.234","56,53%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","1.926","44,82%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","2.371","55,18%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","2.766","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","3.519","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","1.618","46,98%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","1.826","53,02%"
"A.S. SANTIAGO E BARBANZA","HOMES","2.566","46,58%"
"A.S. SANTIAGO E BARBANZA","MULLERES","2.943","53,42%"
"A.S. VIGO","HOMES","2.725","46,51%"
"A.S. VIGO","MULLERES","3.134","53,49%"
