Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","24.648","45,65%"
"GALICIA","MULLERES","29.342","54,35%"

"A.S. A CORUÑA E CEE","HOMES","5.470","46,18%"
"A.S. A CORUÑA E CEE","MULLERES","6.375","53,82%"
"A.S. FERROL","HOMES","1.592","44,49%"
"A.S. FERROL","MULLERES","1.986","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.920","45,8%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.456","54,2%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.372","44,3%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.239","55,7%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.680","45,63%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.193","54,37%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.717","46,7%"
"A.S. SANTIAGO E BARBANZA","MULLERES","4.242","53,3%"
"A.S. VIGO","HOMES","4.897","45,56%"
"A.S. VIGO","MULLERES","5.851","54,44%"
