Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","52.164","46,56%"
"GALICIA","MULLERES","59.871","53,44%"

"A.S. A CORUÑA E CEE","HOMES","12.383","46,77%"
"A.S. A CORUÑA E CEE","MULLERES","14.093","53,23%"
"A.S. FERROL","HOMES","3.657","45,8%"
"A.S. FERROL","MULLERES","4.328","54,2%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.476","46,64%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.265","53,36%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.306","46,03%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.395","53,97%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.916","46,93%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.689","53,07%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.780","47,13%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.729","52,87%"
"A.S. VIGO","HOMES","10.646","46,25%"
"A.S. VIGO","MULLERES","12.372","53,75%"
