Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.566","44,98%"
"GALICIA","MULLERES","200.084","55,02%"

"A.S. A CORUÑA E CEE","HOMES","36.033","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.528","55,27%"
"A.S. FERROL","HOMES","11.674","44,33%"
"A.S. FERROL","MULLERES","14.658","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.183","44,34%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.827","55,66%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.725","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.164","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.739","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.696","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.505","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.635","54,38%"
"A.S. VIGO","HOMES","37.586","45,82%"
"A.S. VIGO","MULLERES","44.441","54,18%"
"SEN A.S. ASIGNADA","HOMES","121","47,27%"
"SEN A.S. ASIGNADA","MULLERES","135","52,73%"
