Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","170.379","45,16%"
"GALICIA","MULLERES","206.929","54,84%"

"A.S. A CORUÑA E CEE","HOMES","37.698","44,81%"
"A.S. A CORUÑA E CEE","MULLERES","46.437","55,19%"
"A.S. FERROL","HOMES","12.317","44,57%"
"A.S. FERROL","MULLERES","15.321","55,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.172","44,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.750","55,33%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.517","44,27%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.831","55,73%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.321","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.229","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.459","45,78%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.599","54,22%"
"A.S. VIGO","HOMES","38.780","45,94%"
"A.S. VIGO","MULLERES","45.631","54,06%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
