Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","43.498","46,22%"
"GALICIA","MULLERES","50.605","53,78%"

"A.S. A CORUÑA E CEE","HOMES","9.923","46,37%"
"A.S. A CORUÑA E CEE","MULLERES","11.476","53,63%"
"A.S. FERROL","HOMES","3.119","45,51%"
"A.S. FERROL","MULLERES","3.735","54,49%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.716","46,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.470","53,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.645","45,67%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.715","54,33%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","4.758","46,37%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.503","53,63%"
"A.S. SANTIAGO E BARBANZA","HOMES","6.772","46,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.655","53,06%"
"A.S. VIGO","HOMES","8.565","46,01%"
"A.S. VIGO","MULLERES","10.051","53,99%"
