Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.607","44,98%"
"GALICIA","MULLERES","200.117","55,02%"

"A.S. A CORUÑA E CEE","HOMES","36.041","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.537","55,27%"
"A.S. FERROL","HOMES","11.676","44,33%"
"A.S. FERROL","MULLERES","14.662","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.194","44,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.830","55,65%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.732","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.163","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.739","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.702","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.507","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.641","54,38%"
"A.S. VIGO","HOMES","37.597","45,83%"
"A.S. VIGO","MULLERES","44.447","54,17%"
"SEN A.S. ASIGNADA","HOMES","121","47,27%"
"SEN A.S. ASIGNADA","MULLERES","135","52,73%"
