Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","81.357","47,53%"
"GALICIA","MULLERES","89.816","52,47%"

"A.S. A CORUÑA E CEE","HOMES","18.627","47,49%"
"A.S. A CORUÑA E CEE","MULLERES","20.598","52,51%"
"A.S. FERROL","HOMES","5.261","46,94%"
"A.S. FERROL","MULLERES","5.947","53,06%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.901","47,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.815","52,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","9.892","47,37%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","10.991","52,63%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","9.361","47,57%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","10.316","52,43%"
"A.S. SANTIAGO E BARBANZA","HOMES","11.038","47,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.988","52,06%"
"A.S. VIGO","HOMES","18.277","47,55%"
"A.S. VIGO","MULLERES","20.161","52,45%"
