Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","49.606","46,43%"
"GALICIA","MULLERES","57.240","53,57%"

"A.S. A CORUÑA E CEE","HOMES","11.845","46,71%"
"A.S. A CORUÑA E CEE","MULLERES","13.512","53,29%"
"A.S. FERROL","HOMES","3.570","45,66%"
"A.S. FERROL","MULLERES","4.249","54,34%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.290","46,57%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.070","53,43%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.082","45,81%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.196","54,19%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.517","46,78%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.277","53,22%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.443","46,98%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.400","53,02%"
"A.S. VIGO","HOMES","9.859","46,08%"
"A.S. VIGO","MULLERES","11.536","53,92%"
