Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.835","44,99%"
"GALICIA","MULLERES","195.464","55,01%"

"A.S. A CORUÑA E CEE","HOMES","35.004","44,77%"
"A.S. A CORUÑA E CEE","MULLERES","43.188","55,23%"
"A.S. FERROL","HOMES","11.251","44,33%"
"A.S. FERROL","MULLERES","14.127","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.734","44,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.336","55,74%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.287","43,92%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.622","56,08%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.343","45,21%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.234","54,79%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.083","45,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.111","54,36%"
"A.S. VIGO","HOMES","37.014","45,85%"
"A.S. VIGO","MULLERES","43.717","54,15%"
"SEN A.S. ASIGNADA","HOMES","119","47,98%"
"SEN A.S. ASIGNADA","MULLERES","129","52,02%"
