Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.068","44,98%"
"GALICIA","MULLERES","199.498","55,02%"

"A.S. A CORUÑA E CEE","HOMES","35.914","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.362","55,26%"
"A.S. FERROL","HOMES","11.603","44,28%"
"A.S. FERROL","MULLERES","14.600","55,72%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.108","44,31%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.761","55,69%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.692","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.110","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.680","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.626","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.419","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.533","54,38%"
"A.S. VIGO","HOMES","37.529","45,82%"
"A.S. VIGO","MULLERES","44.373","54,18%"
"SEN A.S. ASIGNADA","HOMES","123","48,05%"
"SEN A.S. ASIGNADA","MULLERES","133","51,95%"
