Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.451","44,98%"
"GALICIA","MULLERES","195.034","55,02%"

"A.S. A CORUÑA E CEE","HOMES","34.889","44,76%"
"A.S. A CORUÑA E CEE","MULLERES","43.059","55,24%"
"A.S. FERROL","HOMES","11.216","44,31%"
"A.S. FERROL","MULLERES","14.095","55,69%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.684","44,23%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.298","55,77%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.248","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.571","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.309","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.182","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.043","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.055","54,35%"
"A.S. VIGO","HOMES","36.946","45,84%"
"A.S. VIGO","MULLERES","43.645","54,16%"
"SEN A.S. ASIGNADA","HOMES","116","47,35%"
"SEN A.S. ASIGNADA","MULLERES","129","52,65%"
