Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.999","44,99%"
"GALICIA","MULLERES","200.528","55,01%"

"A.S. A CORUÑA E CEE","HOMES","36.148","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.660","55,27%"
"A.S. FERROL","HOMES","11.707","44,33%"
"A.S. FERROL","MULLERES","14.701","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.225","44,34%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.881","55,66%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.787","43,99%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.196","56,01%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.782","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.741","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.571","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.708","54,38%"
"A.S. VIGO","HOMES","37.658","45,83%"
"A.S. VIGO","MULLERES","44.506","54,17%"
"SEN A.S. ASIGNADA","HOMES","121","47,27%"
"SEN A.S. ASIGNADA","MULLERES","135","52,73%"
