Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","138.852","46,13%"
"GALICIA","MULLERES","162.134","53,87%"

"A.S. A CORUÑA E CEE","HOMES","30.153","46,16%"
"A.S. A CORUÑA E CEE","MULLERES","35.175","53,84%"
"A.S. FERROL","HOMES","9.119","45,99%"
"A.S. FERROL","MULLERES","10.710","54,01%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","15.106","45,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","18.087","54,49%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","16.520","45,2%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","20.032","54,8%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","16.253","46,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.893","53,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","18.482","46,47%"
"A.S. SANTIAGO E BARBANZA","MULLERES","21.293","53,53%"
"A.S. VIGO","HOMES","33.188","46,67%"
"A.S. VIGO","MULLERES","37.918","53,33%"
"SEN A.S. ASIGNADA","HOMES","31","54,39%"
"SEN A.S. ASIGNADA","MULLERES","26","45,61%"
