Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.026","45,18%"
"GALICIA","MULLERES","207.536","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.891","44,83%"
"A.S. A CORUÑA E CEE","MULLERES","46.622","55,17%"
"A.S. FERROL","HOMES","12.377","44,61%"
"A.S. FERROL","MULLERES","15.371","55,39%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.275","44,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.818","55,27%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.594","44,29%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.903","55,71%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.353","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.258","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.545","45,8%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.685","54,2%"
"A.S. VIGO","HOMES","38.876","45,94%"
"A.S. VIGO","MULLERES","45.751","54,06%"
"SEN A.S. ASIGNADA","HOMES","115","47,33%"
"SEN A.S. ASIGNADA","MULLERES","128","52,67%"
