Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.442","45,19%"
"GALICIA","MULLERES","207.949","54,81%"

"A.S. A CORUÑA E CEE","HOMES","37.979","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.720","55,16%"
"A.S. FERROL","HOMES","12.408","44,61%"
"A.S. FERROL","MULLERES","15.407","55,39%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.333","44,75%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.870","55,25%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.658","44,31%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.963","55,69%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.383","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.269","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.633","45,83%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.756","54,17%"
"A.S. VIGO","HOMES","38.936","45,93%"
"A.S. VIGO","MULLERES","45.834","54,07%"
"SEN A.S. ASIGNADA","HOMES","112","46,28%"
"SEN A.S. ASIGNADA","MULLERES","130","53,72%"
