Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.210","45,1%"
"GALICIA","MULLERES","204.774","54,9%"

"A.S. A CORUÑA E CEE","HOMES","37.183","44,77%"
"A.S. A CORUÑA E CEE","MULLERES","45.870","55,23%"
"A.S. FERROL","HOMES","12.117","44,48%"
"A.S. FERROL","MULLERES","15.122","55,52%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.797","44,57%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.381","55,43%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.317","44,18%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.670","55,82%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.140","45,35%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.063","54,65%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.176","45,75%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.297","54,25%"
"A.S. VIGO","HOMES","38.364","45,89%"
"A.S. VIGO","MULLERES","45.240","54,11%"
"SEN A.S. ASIGNADA","HOMES","116","46,96%"
"SEN A.S. ASIGNADA","MULLERES","131","53,04%"
