Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","136.743","46,25%"
"GALICIA","MULLERES","158.921","53,75%"

"A.S. A CORUÑA E CEE","HOMES","29.673","46,31%"
"A.S. A CORUÑA E CEE","MULLERES","34.404","53,69%"
"A.S. FERROL","HOMES","8.863","46,12%"
"A.S. FERROL","MULLERES","10.354","53,88%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.837","45,61%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","17.690","54,39%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","16.270","45,36%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","19.600","54,64%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","16.061","46,38%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.567","53,62%"
"A.S. SANTIAGO E BARBANZA","HOMES","18.227","46,5%"
"A.S. SANTIAGO E BARBANZA","MULLERES","20.968","53,5%"
"A.S. VIGO","HOMES","32.784","46,77%"
"A.S. VIGO","MULLERES","37.314","53,23%"
"SEN A.S. ASIGNADA","HOMES","28","53,85%"
"SEN A.S. ASIGNADA","MULLERES","24","46,15%"
