Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","151.797","45,27%"
"GALICIA","MULLERES","183.552","54,73%"

"A.S. A CORUÑA E CEE","HOMES","33.052","45,17%"
"A.S. A CORUÑA E CEE","MULLERES","40.123","54,83%"
"A.S. FERROL","HOMES","10.470","44,74%"
"A.S. FERROL","MULLERES","12.930","55,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.689","44,32%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","20.964","55,68%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.294","44,29%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","23.013","55,71%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.546","45,48%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","21.035","54,52%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.132","45,88%"
"A.S. SANTIAGO E BARBANZA","MULLERES","23.749","54,12%"
"A.S. VIGO","HOMES","35.544","46,03%"
"A.S. VIGO","MULLERES","41.670","53,97%"
"SEN A.S. ASIGNADA","HOMES","70","50,72%"
"SEN A.S. ASIGNADA","MULLERES","68","49,28%"
