Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","170.146","45,15%"
"GALICIA","MULLERES","206.711","54,85%"

"A.S. A CORUÑA E CEE","HOMES","37.631","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","46.377","55,21%"
"A.S. FERROL","HOMES","12.293","44,56%"
"A.S. FERROL","MULLERES","15.296","55,44%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.153","44,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.716","55,32%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.497","44,26%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.814","55,74%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.294","45,4%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.207","54,6%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.433","45,78%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.565","54,22%"
"A.S. VIGO","HOMES","38.730","45,92%"
"A.S. VIGO","MULLERES","45.605","54,08%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
