Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.062","45,18%"
"GALICIA","MULLERES","207.584","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.899","44,83%"
"A.S. A CORUÑA E CEE","MULLERES","46.631","55,17%"
"A.S. FERROL","HOMES","12.378","44,6%"
"A.S. FERROL","MULLERES","15.373","55,4%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.278","44,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.819","55,27%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.605","44,3%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.909","55,7%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.356","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.268","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.549","45,79%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.694","54,21%"
"A.S. VIGO","HOMES","38.882","45,94%"
"A.S. VIGO","MULLERES","45.761","54,06%"
"SEN A.S. ASIGNADA","HOMES","115","47,13%"
"SEN A.S. ASIGNADA","MULLERES","129","52,87%"
