Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.127","45,18%"
"GALICIA","MULLERES","207.641","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.907","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.638","55,16%"
"A.S. FERROL","HOMES","12.383","44,6%"
"A.S. FERROL","MULLERES","15.381","55,4%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.294","44,75%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.825","55,25%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.614","44,3%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.918","55,7%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.363","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.274","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.567","45,8%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.707","54,2%"
"A.S. VIGO","HOMES","38.884","45,93%"
"A.S. VIGO","MULLERES","45.769","54,07%"
"SEN A.S. ASIGNADA","HOMES","115","47,13%"
"SEN A.S. ASIGNADA","MULLERES","129","52,87%"
