Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","86.572","47,58%"
"GALICIA","MULLERES","95.363","52,42%"

"A.S. A CORUÑA E CEE","HOMES","19.401","47,51%"
"A.S. A CORUÑA E CEE","MULLERES","21.432","52,49%"
"A.S. FERROL","HOMES","5.465","47,2%"
"A.S. FERROL","MULLERES","6.113","52,8%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","9.230","47,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","10.180","52,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","10.670","47,34%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","11.867","52,66%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","10.157","47,64%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","11.163","52,36%"
"A.S. SANTIAGO E BARBANZA","HOMES","11.515","47,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","12.504","52,06%"
"A.S. VIGO","HOMES","20.134","47,67%"
"A.S. VIGO","MULLERES","22.104","52,33%"
