Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","160.123","44,98%"
"GALICIA","MULLERES","195.855","55,02%"

"A.S. A CORUÑA E CEE","HOMES","35.061","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","43.290","55,25%"
"A.S. FERROL","HOMES","11.283","44,32%"
"A.S. FERROL","MULLERES","14.176","55,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.775","44,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.386","55,74%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.343","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.673","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.379","45,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.281","54,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.115","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.142","54,35%"
"A.S. VIGO","HOMES","37.047","45,84%"
"A.S. VIGO","MULLERES","43.775","54,16%"
"SEN A.S. ASIGNADA","HOMES","120","47,62%"
"SEN A.S. ASIGNADA","MULLERES","132","52,38%"
