Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","166.860","45,07%"
"GALICIA","MULLERES","203.402","54,93%"

"A.S. A CORUÑA E CEE","HOMES","36.806","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.449","55,25%"
"A.S. FERROL","HOMES","12.016","44,49%"
"A.S. FERROL","MULLERES","14.991","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.632","44,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.240","55,5%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.168","44,12%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.541","55,88%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.992","45,27%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.960","54,73%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.997","45,72%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.113","54,28%"
"A.S. VIGO","HOMES","38.131","45,88%"
"A.S. VIGO","MULLERES","44.975","54,12%"
"SEN A.S. ASIGNADA","HOMES","118","47,01%"
"SEN A.S. ASIGNADA","MULLERES","133","52,99%"
