Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.805","45,2%"
"GALICIA","MULLERES","208.304","54,8%"

"A.S. A CORUÑA E CEE","HOMES","38.104","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.871","55,16%"
"A.S. FERROL","HOMES","12.423","44,62%"
"A.S. FERROL","MULLERES","15.416","55,38%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.398","44,78%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.919","55,22%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.715","44,37%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.975","55,63%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.368","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.275","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.710","45,85%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.817","54,15%"
"A.S. VIGO","HOMES","38.976","45,92%"
"A.S. VIGO","MULLERES","45.901","54,08%"
"SEN A.S. ASIGNADA","HOMES","111","46,06%"
"SEN A.S. ASIGNADA","MULLERES","130","53,94%"
