Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","61.047","47,13%"
"GALICIA","MULLERES","68.495","52,87%"

"A.S. A CORUÑA E CEE","HOMES","14.058","47,24%"
"A.S. A CORUÑA E CEE","MULLERES","15.703","52,76%"
"A.S. FERROL","HOMES","4.050","46,02%"
"A.S. FERROL","MULLERES","4.750","53,98%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","6.428","47,22%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","7.185","52,78%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","7.369","46,76%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","8.391","53,24%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","7.299","47,49%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","8.071","52,51%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.857","47,54%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.773","52,46%"
"A.S. VIGO","HOMES","12.986","47,04%"
"A.S. VIGO","MULLERES","14.622","52,96%"
