Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.836","45,2%"
"GALICIA","MULLERES","208.339","54,8%"

"A.S. A CORUÑA E CEE","HOMES","38.107","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.871","55,16%"
"A.S. FERROL","HOMES","12.426","44,63%"
"A.S. FERROL","MULLERES","15.419","55,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.409","44,78%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.932","55,22%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.717","44,37%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.979","55,63%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.370","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.278","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.717","45,86%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.823","54,14%"
"A.S. VIGO","HOMES","38.979","45,92%"
"A.S. VIGO","MULLERES","45.907","54,08%"
"SEN A.S. ASIGNADA","HOMES","111","46,06%"
"SEN A.S. ASIGNADA","MULLERES","130","53,94%"
