Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.288","45,21%"
"GALICIA","MULLERES","208.818","54,79%"

"A.S. A CORUÑA E CEE","HOMES","38.224","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","47.012","55,16%"
"A.S. FERROL","HOMES","12.447","44,63%"
"A.S. FERROL","MULLERES","15.445","55,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.520","44,83%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.025","55,17%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.771","44,39%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.020","55,61%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.401","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.318","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.784","45,88%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.881","54,12%"
"A.S. VIGO","HOMES","39.030","45,91%"
"A.S. VIGO","MULLERES","45.989","54,09%"
"SEN A.S. ASIGNADA","HOMES","111","46,44%"
"SEN A.S. ASIGNADA","MULLERES","128","53,56%"
